CODE_ID,用地性质,临路类型,地块面积,容积率,总建筑面积,建筑密度,建筑最大高度,建筑平均高度,DIKUAI_ID
DIKUAI_374,生活型服务功能与生产型服务功能混,临路型,7535.75,6.564,49464.9805,0.2567,81,35,DIKUAI_2024_1745
DIKUAI_348,生活型服务功能与居住功能混合,临路型,105.006,0.3991,41.9106,0.3991,3,3,DIKUAI_2024_1746
DIKUAI_1764,公园与绿地,临路型,7113.98,0,0,0,0,0,DIKUAI_2024_1747
DIKUAI_2014,城镇住宅用地,临路型,3850.88,5.2922,20379.5,0.756,21,21,DIKUAI_2024_1748
DIKUAI_429,二类居住用地,临路型,11044.1,2.3773,26255.2005,0.4153,24,13.1429,DIKUAI_2024_1749
DIKUAI_1809,文化活动设施用地,临路型,1401.34,1.7373,2434.5411,0.5298,18,7.5,DIKUAI_2024_1750
DIKUAI_119,特殊用地,临路型,181460,1.1844,214918.125,0.4471,24,10.0828,DIKUAI_2024_1751
DIKUAI_399,零售商业用地,临路型,2362.82,4.5672,10791.4161,0.6628,30,19.5,DIKUAI_2024_1752
DIKUAI_1799,零售商业用地,临路型,4106.11,0.8791,3609.884,0.3807,18,12,DIKUAI_2024_1753
DIKUAI_1977,商住混合用地,临路型,4223.36,2.6287,11102.081,0.4611,21,12.8571,DIKUAI_2024_1754
DIKUAI_394,金融保险用地,非临路型,1291.16,4.4433,5737.0045,0.4844,30,21,DIKUAI_2024_1755
DIKUAI_120,金融保险用地,临路型,1406.21,6.8883,9686.456,0.9822,27,23,DIKUAI_2024_1756
DIKUAI_498,零售商业用地,临路型,2531.2,4.0286,10197.2698,0.664,21,17.25,DIKUAI_2024_1757
DIKUAI_383,行政办公用地,临路型,423.667,0,0,0,0,0,DIKUAI_2024_1758
DIKUAI_415,生活型服务功能与居住功能混合,临路型,1089.1,3.5669,3884.7438,0.5287,21,11,DIKUAI_2024_1759
DIKUAI_1804,商住混合用地,临路型,1132.21,0.6771,766.575,0.4765,15,6,DIKUAI_2024_1760
DIKUAI_1803,商住混合用地,临路型,1954.59,2.5859,5054.3884,0.5164,18,16,DIKUAI_2024_1761
DIKUAI_461,二类居住用地,临路型,20610.6,1.4878,30665.27,0.4181,21,8.1,DIKUAI_2024_1762
DIKUAI_367,二类居住用地,临路型,1631.82,0.7852,1281.3403,0.4099,6,5.4,DIKUAI_2024_1763
DIKUAI_2139,零售商业用地,临路型,20800.3,8.9774,186733.35,0.5016,150,47.25,DIKUAI_2024_1764
DIKUAI_2009,商住混合用地,临路型,3033.26,1.0793,3273.6559,0.2665,18,12,DIKUAI_2024_1765
DIKUAI_1990,商住混合用地,临路型,8836.11,1.9749,17450.2885,0.3623,21,13.25,DIKUAI_2024_1767
DIKUAI_2018,文物古迹用地,非临路型,21230.9,0.1166,2476.0587,0.1033,9,3.4286,DIKUAI_2024_1768
DIKUAI_408,零售商业用地,临路型,2417.28,3.3626,8128.4441,0.4804,21,21,DIKUAI_2024_1769
DIKUAI_779,公园绿地,临路型,1914.3,0,0,0,0,0,DIKUAI_2024_1770
DIKUAI_1993,商住混合用地,临路型,1116.76,0.5909,659.932,0.5909,3,3,DIKUAI_2024_1771
DIKUAI_414,行政办公用地,临路型,3055.4,3.4863,10652.0445,0.4288,30,21,DIKUAI_2024_1772
DIKUAI_1980,商住混合用地,临路型,1801.49,1.578,2842.6778,0.6355,12,6,DIKUAI_2024_1773
DIKUAI_1794,商住混合用地,临路型,4022.52,0.6853,2756.4499,0.1142,18,18,DIKUAI_2024_1774
DIKUAI_1797,商住混合用地,非临路型,1347.18,2.033,2738.81,0.5735,18,10.8,DIKUAI_2024_1775
DIKUAI_446,行政办公用地,临路型,3013.53,1.8333,5524.7939,0.503,21,11.5,DIKUAI_2024_1776
DIKUAI_350,生活型服务功能与居住功能混合,临路型,435.661,0.0002,0.0965,0.0002,3,3,DIKUAI_2024_1777
DIKUAI_368,二类居住用地,临路型,581.314,0.4976,289.282,0.4109,6,4.5,DIKUAI_2024_1778
DIKUAI_1801,旅馆用地,临路型,3690.2,1.837,6778.7301,0.7601,18,13.2,DIKUAI_2024_1779
DIKUAI_84,生活型服务功能与居住功能混合,临路型,1789.13,7.2682,13003.8274,1.3714,21,8,DIKUAI_2024_1780
DIKUAI_2019,商办混合用地,临路型,3513.35,0.1524,535.5065,0.1016,15,5,DIKUAI_2024_1781
DIKUAI_235,二类居住用地,临路型,154881,0.3874,59995.5409,0.1465,51,6.6735,DIKUAI_2024_1782
DIKUAI_1763,商住混合用地,临路型,88.0068,0,0,0,0,0,DIKUAI_2024_1783
DIKUAI_351,二类居住用地,临路型,1472.32,0.3315,488.0246,0.3016,6,3.6,DIKUAI_2024_1784
DIKUAI_376,控制用地,非临路型,4598.7,0.1477,679.372,0.0211,21,21,DIKUAI_2024_1785
DIKUAI_430,零售商业用地,临路型,825.468,2.6337,2174.0179,0.873,21,15,DIKUAI_2024_1786
DIKUAI_2134,零售商业用地,临路型,4770.09,0.0086,41.0273,0.0086,3,3,DIKUAI_2024_1787
DIKUAI_1800,商住混合用地,临路型,1061.87,0,0,0,0,0,DIKUAI_2024_1788
DIKUAI_109,零售商业用地,临路型,1062.29,1.9033,2021.8988,0.936,15,10.5,DIKUAI_2024_1789
DIKUAI_419,生活型服务功能与居住功能混合,临路型,1324.45,4.8962,6484.71,0.6995,21,21,DIKUAI_2024_1790
DIKUAI_335,公园绿地,临路型,255.597,0,0,0,0,0,DIKUAI_2024_1791
DIKUAI_111,生活型服务功能与居住功能混合,临路型,7242.89,6.9122,50064.0284,0.7961,30,18.4286,DIKUAI_2024_1792
DIKUAI_452,二类居住用地,临路型,15797.6,2.3748,37515.926,0.4177,21,13.7273,DIKUAI_2024_1793
DIKUAI_188,零售商业用地,临路型,18012.1,1.7991,32406.1266,0.4052,18,9.3333,DIKUAI_2024_1794
DIKUAI_85,旅馆用地,非临路型,1224.74,3.9484,4835.7867,0.8375,18,7.5,DIKUAI_2024_1795
DIKUAI_69,零售商业用地,临路型,13009.8,6.9232,90069.7299,0.7848,42,20.55,DIKUAI_2024_1796
DIKUAI_413,二类居住用地,临路型,7782.39,2.6912,20944.0502,0.4258,30,14.1818,DIKUAI_2024_1797
DIKUAI_460,控制用地,临路型,1861.15,0,0,0,0,0,DIKUAI_2024_1798
DIKUAI_404,公园绿地,临路型,1628.08,0,0,0,0,0,DIKUAI_2024_1799
DIKUAI_2016,公园与绿地,临路型,26979,0.2646,7138.9197,0.0812,15,4.8,DIKUAI_2024_1800
DIKUAI_1994,商住混合用地,临路型,780.452,1.3332,1040.507,0.3797,21,12,DIKUAI_2024_1801
DIKUAI_387,文化设施用地,临路型,8232.16,3.7597,30950.046,0.5384,21,12,DIKUAI_2024_1802
DIKUAI_1798,城镇住宅用地,临路型,4469.55,1.973,8818.348,0.5869,21,14.6667,DIKUAI_2024_1803
DIKUAI_371,金融保险用地,临路型,1665.52,2.3481,3910.7694,0.4053,18,9,DIKUAI_2024_1804
DIKUAI_1971,商住混合用地,临路型,8795.85,3.2169,28295.5712,0.3007,69,28,DIKUAI_2024_1805
DIKUAI_2006,商住混合用地,临路型,11763.9,0.0106,124.409,0.0106,3,3,DIKUAI_2024_1806
DIKUAI_1991,商住混合用地,临路型,3739.27,4.6892,17534.2429,0.6813,84,24.4286,DIKUAI_2024_1807
DIKUAI_337,特殊教育用地,临路型,2182.64,5.1671,11277.8156,0.6934,30,22,DIKUAI_2024_1808
DIKUAI_81,生活型服务功能与生产型服务功能混,临路型,2244.91,3.7372,8389.7182,0.7373,21,8.5714,DIKUAI_2024_1809
DIKUAI_1965,商住混合用地,临路型,19604.4,3.0217,59238.0994,0.4695,21,15.1304,DIKUAI_2024_1810
DIKUAI_439,中小学用地,临路型,6258.63,1.6686,10443.106,0.337,21,12.8571,DIKUAI_2024_1811
DIKUAI_118,生活型服务功能与生产型服务功能混,临路型,2302.08,4.1215,9487.9334,0.9328,18,9.5,DIKUAI_2024_1812
DIKUAI_1802,零售商业用地,临路型,2427.01,1.821,4419.5359,0.5887,21,11.4,DIKUAI_2024_1813
DIKUAI_106,生活型服务功能与居住功能混合,临路型,2692.59,5.7087,15371.3174,1.0601,21,11.8,DIKUAI_2024_1814
DIKUAI_389,金融保险用地,临路型,139.372,0,0,0,0,0,DIKUAI_2024_1815
DIKUAI_187,旅馆用地,非临路型,15110.9,0.5765,8711.6558,0.4171,9,4.2,DIKUAI_2024_1816
DIKUAI_2017,文化活动设施用地,临路型,5399.27,1.3408,7239.5289,0.6157,9,5,DIKUAI_2024_1817
DIKUAI_1781,城镇住宅用地,临路型,6927.3,0.9611,6658.1662,0.2335,21,13.75,DIKUAI_2024_1818
DIKUAI_401,金融保险用地,临路型,793.929,0,0,0,0,0,DIKUAI_2024_1819
DIKUAI_2011,城镇住宅用地,非临路型,20725.4,2.3143,47964.1102,0.3769,21,15.6667,DIKUAI_2024_1820
DIKUAI_482,零售商业用地,临路型,3674.9,2.0531,7545.0417,0.4141,18,12.6,DIKUAI_2024_1821
DIKUAI_377,控制用地,非临路型,2831.11,0,0,0,0,0,DIKUAI_2024_1822
DIKUAI_1954,商住混合用地,临路型,1349.49,2.1319,2876.9299,0.4264,15,15,DIKUAI_2024_1823
DIKUAI_76,行政办公用地,临路型,670.833,6.0705,4072.3145,0.8945,21,19.2,DIKUAI_2024_1824
DIKUAI_495,零售商业用地,临路型,5796.5,3.1001,17969.5092,0.5301,21,14.1429,DIKUAI_2024_1825
DIKUAI_462,零售商业用地,临路型,14244.3,4.7888,68213.6704,0.6229,24,12.6,DIKUAI_2024_1826
DIKUAI_587,旅馆用地,临路型,1804.71,3.8131,6881.5,0.4237,27,27,DIKUAI_2024_1827
DIKUAI_410,生活型服务功能与生产型服务功能混,临路型,775.675,4.2815,3321.02,0.6116,21,21,DIKUAI_2024_1828
DIKUAI_1792,零售商业用地,临路型,1625.82,0,0,0,0,0,DIKUAI_2024_1829
DIKUAI_395,金融保险用地,临路型,568.873,0,0,0,0,0,DIKUAI_2024_1830
DIKUAI_640,公园绿地,临路型,3860.54,0,0,0,0,0,DIKUAI_2024_1831
DIKUAI_381,控制用地,非临路型,1807.95,0.0474,85.7558,0.002,72,72,DIKUAI_2024_1832
DIKUAI_1796,商住混合用地,临路型,2766.93,3.1435,8697.907,0.4709,21,20.4,DIKUAI_2024_1833
DIKUAI_105,其他商务设施用地,临路型,6567.94,2.7778,18244.137,0.5873,21,13.2,DIKUAI_2024_1834
DIKUAI_1793,城镇住宅用地,临路型,27962.5,1.4763,41282.0399,0.1928,54,22.3636,DIKUAI_2024_1835
DIKUAI_1972,商住混合用地,非临路型,16.0476,0,0,0,0,0,DIKUAI_2024_1836
DIKUAI_405,金融保险用地,临路型,2470.83,0,0,0,0,0,DIKUAI_2024_1837
DIKUAI_83,其他商务设施用地,临路型,2028.94,4.9487,10040.6613,1.1061,21,11.85,DIKUAI_2024_1838
DIKUAI_1989,商住混合用地,非临路型,2111.7,1.9746,4169.6822,0.4854,21,12,DIKUAI_2024_1839
DIKUAI_2140,零售商业用地,临路型,11022.4,4.4878,49466,0.3716,75,46.5,DIKUAI_2024_1840
DIKUAI_339,生活型服务功能与生产型服务功能混,临路型,3242.13,3.4015,11028.1065,0.4452,27,17,DIKUAI_2024_1841
DIKUAI_1998,商住混合用地,临路型,2791.77,13.7652,38429.3046,0.5074,84,39,DIKUAI_2024_1842
DIKUAI_1955,零售商业用地,临路型,11615.1,0,0,0,0,0,DIKUAI_2024_1843
DIKUAI_416,生活型服务功能与生产型服务功能混,临路型,183.578,3.8519,707.119,0.7659,21,16.5,DIKUAI_2024_1844
DIKUAI_449,生活型服务功能与居住功能混合,临路型,1570.44,0.9154,1437.5234,0.4144,15,11.4,DIKUAI_2024_1846
DIKUAI_1951,商住混合用地,非临路型,24.8025,0.4841,12.0065,0.0968,15,15,DIKUAI_2024_1847
DIKUAI_409,金融保险用地,临路型,1256.82,0,0,0,0,0,DIKUAI_2024_1849
DIKUAI_463,控制用地,临路型,7322.19,0,0,0,0,0,DIKUAI_2024_1850
DIKUAI_2005,商住混合用地,临路型,1482.64,3.3589,4980.0801,0.4199,24,24,DIKUAI_2024_1851
DIKUAI_336,二类居住用地,临路型,8529.17,2.0876,17805.2745,0.332,21,16,DIKUAI_2024_1852
DIKUAI_396,金融保险用地,临路型,187.207,0,0,0,0,0,DIKUAI_2024_1853
DIKUAI_1911,商办混合用地,临路型,2206.32,1.8619,4107.9909,0.3462,21,17.4,DIKUAI_2024_1854
DIKUAI_392,金融保险用地,临路型,4440.24,10.4539,46417.6992,0.4356,72,72,DIKUAI_2024_1855
DIKUAI_1952,商住混合用地,临路型,1791.05,2.5857,4631.1943,0.3765,21,19,DIKUAI_2024_1856
DIKUAI_108,二类居住用地,临路型,5191.44,1.4872,7720.8999,0.7436,6,6,DIKUAI_2024_1857
DIKUAI_585,生活型服务功能与居住功能混合,临路型,1081.4,6.3668,6885.0901,0.9095,21,21,DIKUAI_2024_1858
DIKUAI_79,生活型服务功能与居住功能混合,临路型,6745.07,4.4834,30240.5596,0.7426,24,11.1923,DIKUAI_2024_1859
DIKUAI_593,金融保险用地,临路型,812.953,2.2629,1839.647,0.5275,27,15,DIKUAI_2024_1860
DIKUAI_448,二类居住用地,临路型,28937.5,2.5491,73763.8923,0.3907,21,13.4545,DIKUAI_2024_1861
DIKUAI_1982,商住混合用地,临路型,19583.6,3.7909,74240.4043,0.2582,51,27.6,DIKUAI_2024_1862
DIKUAI_80,生活型服务功能与居住功能混合,临路型,751.511,4.914,3692.929,1.3225,15,12.6,DIKUAI_2024_1863
DIKUAI_411,二类居住用地,非临路型,2287.55,1.8695,4276.6434,0.2718,42,16.5,DIKUAI_2024_1864
DIKUAI_588,金融保险用地,临路型,3713.97,0.981,3643.5729,0.2668,21,16.5,DIKUAI_2024_1865
DIKUAI_1901,零售商业用地,临路型,2301.67,9.291,21384.7264,0.438,66,45,DIKUAI_2024_1866
DIKUAI_2004,商住混合用地,临路型,14979.7,2.7967,41894.1807,0.4106,84,17,DIKUAI_2024_1867
DIKUAI_422,生活型服务功能与生产型服务功能混,临路型,2057.39,9.3743,19286.5696,0.5063,75,46.5,DIKUAI_2024_1868
DIKUAI_1795,商住混合用地,临路型,3719.07,2.9634,11021.2462,0.5213,33,17.4,DIKUAI_2024_1869
DIKUAI_341,医疗卫生用地,临路型,1618.85,4.5682,7395.1802,0.571,24,24,DIKUAI_2024_1870
DIKUAI_1949,零售商业用地,临路型,27.1963,3.0515,82.9884,0.656,21,16,DIKUAI_2024_1871
DIKUAI_1984,商住混合用地,临路型,2664.74,1.7084,4552.47,0.2441,21,21,DIKUAI_2024_1872
DIKUAI_402,金融保险用地,临路型,4126.03,6.1861,25524.1992,0.4419,42,42,DIKUAI_2024_1873
DIKUAI_596,生活型服务功能与居住功能混合,临路型,1996.44,2.7859,5561.8926,0.5043,105,40,DIKUAI_2024_1874
DIKUAI_1912,商住混合用地,临路型,2556.41,0.9433,2411.5294,0.3823,9,5,DIKUAI_2024_1875
DIKUAI_2010,商住混合用地,临路型,2647.51,6.7732,17932.1819,0.475,66,34.5,DIKUAI_2024_1876
DIKUAI_642,行政办公用地,临路型,2322.91,6.6461,15438.2966,0.4162,48,25.5,DIKUAI_2024_1877
DIKUAI_2002,商住混合用地,临路型,1139.74,2.3455,2673.2407,0.2615,27,24,DIKUAI_2024_1878
DIKUAI_1950,零售商业用地,临路型,734.022,1.2881,945.4769,0.4776,21,13.5,DIKUAI_2024_1879
DIKUAI_464,金融保险用地,临路型,4706.63,6.305,29675.4117,0.3925,84,24.75,DIKUAI_2024_1880
DIKUAI_342,医疗卫生用地,临路型,700.051,3.3496,2344.899,0.4187,24,24,DIKUAI_2024_1881
DIKUAI_237,特殊用地,临路型,5116.57,0.0113,57.7114,0.0033,15,12,DIKUAI_2024_1882
DIKUAI_445,旅馆用地,临路型,954.462,4.4968,4292.0156,0.8998,18,12,DIKUAI_2024_1883
DIKUAI_186,二类居住用地,临路型,91047.9,0.9798,89204.8869,0.304,21,7.2651,DIKUAI_2024_1884
DIKUAI_420,二类居住用地,非临路型,2512.57,2.9485,7408.4162,0.3276,27,16.5,DIKUAI_2024_1885
DIKUAI_82,文化设施用地,临路型,1855.38,2.1541,3996.632,0.8775,9,6.4286,DIKUAI_2024_1886
DIKUAI_1782,城镇住宅用地,非临路型,1786.22,1.1163,1993.9785,0.345,36,10.8,DIKUAI_2024_1887
DIKUAI_344,行政办公用地,临路型,1312.83,5.108,6705.8999,0.6385,24,24,DIKUAI_2024_1888
DIKUAI_110,生活型服务功能与居住功能混合,临路型,2640.36,6.8636,18122.3198,0.9805,21,21,DIKUAI_2024_1889
DIKUAI_74,二类居住用地,临路型,243232,3.1236,759762.1041,0.591,66,12.2323,DIKUAI_2024_1890
DIKUAI_433,零售商业用地,临路型,5240.82,1.0054,5268.8748,0.514,6,4.8,DIKUAI_2024_1891
DIKUAI_1948,公用设施用地,临路型,982.704,1.1233,1103.869,0.395,9,7.5,DIKUAI_2024_1892
DIKUAI_1966,商住混合用地,临路型,265.496,0,0,0,0,0,DIKUAI_2024_1893
DIKUAI_2141,零售商业用地,临路型,12118.7,7.4,89678.6992,0.5551,96,55.5,DIKUAI_2024_1894
DIKUAI_99,旅馆用地,非临路型,6029.79,3.1529,19011.4605,0.4673,21,19.5,DIKUAI_2024_1895
DIKUAI_597,金融保险用地,临路型,5467.49,6.426,35134.2687,0.3726,105,32.4,DIKUAI_2024_1896
DIKUAI_592,生活型服务功能与生产型服务功能混,临路型,3924.67,6.02,23626.6135,0.5059,36,20,DIKUAI_2024_1897
DIKUAI_1962,商住混合用地,临路型,3069.25,2.6742,8207.7803,0.382,21,21,DIKUAI_2024_1898
DIKUAI_643,行政办公用地,临路型,1170.25,3.0967,3623.95,0.5161,18,18,DIKUAI_2024_1899
DIKUAI_1996,商住混合用地,临路型,23123.4,1.2705,29378.03,0.2778,21,10.8947,DIKUAI_2024_1900
DIKUAI_78,二类居住用地,非临路型,6737.16,1.667,11231.0121,0.6722,15,7.7647,DIKUAI_2024_1901
DIKUAI_496,零售商业用地,临路型,5818.56,3.7544,21845.3425,0.6357,21,7.8,DIKUAI_2024_1902
DIKUAI_417,金融保险用地,临路型,5515.3,6.7086,37000.1592,0.3755,84,51,DIKUAI_2024_1903
DIKUAI_345,金融保险用地,临路型,2142.39,15.3753,32939.8008,0.5491,84,84,DIKUAI_2024_1904
DIKUAI_2008,商住混合用地,临路型,1438.4,2.1713,3123.1299,0.3102,21,21,DIKUAI_2024_1905
DIKUAI_1913,商办混合用地,临路型,3203.3,0.581,1861.27,0.581,3,3,DIKUAI_2024_1906
DIKUAI_1956,城镇住宅用地,临路型,9245.42,1.9689,18203.1421,0.4116,21,8.4545,DIKUAI_2024_1907
DIKUAI_465,生活型服务功能与生产型服务功能混,临路型,23739.3,8.1344,193105.0771,0.4396,186,72,DIKUAI_2024_1908
DIKUAI_236,公园绿地,临路型,107558,0.0461,4955.1536,0.0373,24,4.9565,DIKUAI_2024_1909
DIKUAI_238,二类居住用地,临路型,12439.8,1.4961,18610.7417,0.3795,15,8.7,DIKUAI_2024_1910
DIKUAI_2135,零售商业用地,临路型,8428.12,9.25,77959.8547,0.2743,102,68,DIKUAI_2024_1911
DIKUAI_1963,商办混合用地,临路型,3685.3,3.4378,12669.1973,0.5031,21,10.5,DIKUAI_2024_1912
DIKUAI_2092,城镇住宅用地,临路型,20388,2.3023,46938.8457,0.3777,39,11.4444,DIKUAI_2024_1913
DIKUAI_586,生活型服务功能与居住功能混合,临路型,715.336,3.8675,2766.5601,0.6446,18,18,DIKUAI_2024_1914
DIKUAI_338,二类居住用地,临路型,1570.88,2.8252,4438.0699,0.4234,21,19.5,DIKUAI_2024_1915
DIKUAI_455,二类居住用地,临路型,9151.56,1.5423,14114.2416,0.2523,21,14.25,DIKUAI_2024_1916
DIKUAI_483,零售商业用地,临路型,1469.37,4.4676,6564.5001,0.7208,21,19,DIKUAI_2024_1917
DIKUAI_1986,商住混合用地,临路型,10404.1,0.8711,9062.6563,0.1902,15,5,DIKUAI_2024_1918
DIKUAI_646,行政办公用地,临路型,10910.3,1.8874,20592.4872,0.3725,21,12.5,DIKUAI_2024_1919
DIKUAI_428,二类居住用地,临路型,4404.94,2.2287,9817.2289,0.4561,18,8.4,DIKUAI_2024_1920
DIKUAI_435,二类居住用地,非临路型,4854.68,1.2058,5854.009,0.267,21,12,DIKUAI_2024_1921
DIKUAI_77,行政办公用地,临路型,2117.7,2.9698,6289.1327,1.0684,12,7.25,DIKUAI_2024_1922
DIKUAI_443,生活型服务功能与居住功能混合,临路型,5809.08,1.1469,6662.6101,0.2514,21,11.25,DIKUAI_2024_1923
DIKUAI_595,生活型服务功能与居住功能混合,临路型,2472.8,3.0062,7433.6699,0.4507,21,19.5,DIKUAI_2024_1924
DIKUAI_589,生活型服务功能与居住功能混合,临路型,347.59,0.0093,3.2343,0.0016,18,18,DIKUAI_2024_1925
DIKUAI_346,生活型服务功能与居住功能混合,临路型,1805.56,5.446,9833.1333,0.7543,24,18,DIKUAI_2024_1927
DIKUAI_647,生活型服务功能与居住功能混合,临路型,658.21,2.4284,1598.426,0.6615,99,54,DIKUAI_2024_1928
DIKUAI_103,二类居住用地,非临路型,10487.6,1.1569,12132.6496,0.4415,12,7.0909,DIKUAI_2024_1929
DIKUAI_340,二类居住用地,临路型,1619.27,2.2181,3591.681,0.3665,21,19,DIKUAI_2024_1930
DIKUAI_438,生活型服务功能与居住功能混合,临路型,7333.69,2.1462,15739.4211,0.3472,21,9.9231,DIKUAI_2024_1931
DIKUAI_645,生活型服务功能与居住功能混合,临路型,774.103,4.6281,3582.6542,0.6461,99,40,DIKUAI_2024_1932
DIKUAI_651,公园绿地,临路型,4428.21,0,0,0,0,0,DIKUAI_2024_1933
DIKUAI_2586,商务用地,临路型,6008.82,5.5017,33058.4684,0.5165,66,17.5,DIKUAI_2024_1934
DIKUAI_1914,商住混合用地,临路型,4721.58,1.4928,7048.139,0.5366,21,7.7143,DIKUAI_2024_1935
DIKUAI_1947,商住混合用地,临路型,5287.97,2.7869,14737.0626,0.4608,21,12.5,DIKUAI_2024_1936
DIKUAI_624,娱乐用地,临路型,7786.49,2.1118,16443.607,0.4796,18,8,DIKUAI_2024_1937
DIKUAI_2122,医疗卫生用地,临路型,3167.86,3.367,10666.2059,0.4855,21,9,DIKUAI_2024_1938
DIKUAI_467,行政办公用地,临路型,3249.81,4.3709,14204.5,0.2914,45,45,DIKUAI_2024_1939
DIKUAI_104,二类居住用地,非临路型,4648.13,1.7505,8136.7496,0.4404,18,13,DIKUAI_2024_1940
DIKUAI_451,二类居住用地,临路型,2944.32,2.8529,8399.9917,0.4691,21,6.375,DIKUAI_2024_1941
DIKUAI_2007,商住混合用地,非临路型,12236.3,2.3036,28187.5791,0.5307,21,7.68,DIKUAI_2024_1942
DIKUAI_2136,零售商业用地,临路型,1764.29,1.2707,2241.8502,0.4274,9,7.5,DIKUAI_2024_1944
DIKUAI_497,零售商业用地,临路型,1100.4,5.5937,6155.2798,0.9323,18,18,DIKUAI_2024_1945
DIKUAI_107,医疗卫生用地,临路型,10680.7,0.6851,7316.89,0.3349,12,4.7143,DIKUAI_2024_1946
DIKUAI_1958,零售商业用地,临路型,7097.56,1.2909,9161.987,0.5728,21,7.5,DIKUAI_2024_1947
DIKUAI_2080,商住混合用地,临路型,11745.8,0.463,5438.1151,0.2313,9,6,DIKUAI_2024_1948
DIKUAI_591,金融保险用地,临路型,701.082,3.6417,2553.1036,0.5475,21,19.5,DIKUAI_2024_1949
DIKUAI_2142,零售商业用地,临路型,16327.8,5.3567,87463.7943,0.4544,96,45,DIKUAI_2024_1950
DIKUAI_590,生活型服务功能与居住功能混合,临路型,1086.84,5.1504,5597.7002,0.7358,21,21,DIKUAI_2024_1951
DIKUAI_2123,医疗卫生用地,临路型,5070.31,1.6295,8261.9511,0.4613,21,6.6923,DIKUAI_2024_1952
DIKUAI_621,行政办公用地,临路型,351.441,2.0712,727.909,0.4974,18,13.5,DIKUAI_2024_1953
DIKUAI_2697,商住混合用地,临路型,1978.61,3.2597,6449.6101,0.4657,21,21,DIKUAI_2024_1954
DIKUAI_1964,商办混合用地,临路型,3455.29,0.8393,2900.0387,0.4236,21,5.3077,DIKUAI_2024_1955
DIKUAI_2693,商住混合用地,临路型,1263.24,4.0952,5173.2226,0.6266,21,14,DIKUAI_2024_1956
DIKUAI_347,控制用地,临路型,3017.53,0.0146,44.1443,0.0021,21,21,DIKUAI_2024_1957
DIKUAI_442,二类居住用地,非临路型,933.697,0.2819,263.2287,0.2819,3,3,DIKUAI_2024_1958
DIKUAI_343,控制用地,临路型,3055.44,0,0,0,0,0,DIKUAI_2024_1959
DIKUAI_649,生活型服务功能与居住功能混合,临路型,1454.75,2.5562,3718.6799,0.8521,9,9,DIKUAI_2024_1960
DIKUAI_648,二类居住用地,临路型,12456.4,1.8156,22616.3521,0.3633,21,8.52,DIKUAI_2024_1961
DIKUAI_180,其他商务设施用地,临路型,14785.4,2.1772,32190.3969,0.3511,39,9.7778,DIKUAI_2024_1962
DIKUAI_466,金融保险用地,临路型,3798.54,7.5323,28611.9004,0.279,81,81,DIKUAI_2024_1963
DIKUAI_101,特殊用地,非临路型,139131,0.8661,120503.3994,0.3476,30,5.3804,DIKUAI_2024_1964
DIKUAI_2525,商业用地,临路型,16740.4,2.6603,44534.8999,0.2053,60,30,DIKUAI_2024_1965
DIKUAI_242,旅馆用地,临路型,1863.38,1.1882,2214.0601,0.198,18,18,DIKUAI_2024_1966
DIKUAI_447,二类居住用地,非临路型,466.721,0.5345,249.48,0.5345,3,3,DIKUAI_2024_1967
DIKUAI_644,二类居住用地,临路型,3607.9,2.9269,10559.9255,0.4454,21,19.5,DIKUAI_2024_1968
DIKUAI_1953,商住混合用地,临路型,8600.77,0.028,240.5911,0.0211,21,12,DIKUAI_2024_1969
DIKUAI_454,生活型服务功能与居住功能混合,临路型,1600.71,12.5502,20089.2803,0.7782,90,54,DIKUAI_2024_1970
DIKUAI_2138,零售商业用地,临路型,3081.52,0.9978,3074.6857,0.4571,9,5.5,DIKUAI_2024_1971
DIKUAI_2844,商办混合用地,临路型,21565.4,8.2747,178446.7474,0.5225,135,33.6,DIKUAI_2024_1972
DIKUAI_1915,商住混合用地,临路型,1229.67,3.4936,4295.9756,0.6439,21,7.2,DIKUAI_2024_1973
DIKUAI_1997,商住混合用地,非临路型,931.636,1.3879,1293.044,0.64,9,6,DIKUAI_2024_1974
DIKUAI_650,二类居住用地,临路型,8259.73,6.9209,57164.4383,0.4868,99,36.375,DIKUAI_2024_1975
DIKUAI_469,生活型服务功能与居住功能混合,临路型,4206.03,2.538,10675.0367,0.5138,21,15,DIKUAI_2024_1976
DIKUAI_774,金融保险用地,临路型,811.062,2.6659,2162.1989,0.5291,18,10.5,DIKUAI_2024_1977
DIKUAI_181,行政办公用地,临路型,1598.02,2.3261,3717.1172,0.5879,18,8.7,DIKUAI_2024_1978
DIKUAI_1910,城镇住宅用地,临路型,27715.9,2.4087,66758.7334,0.4728,21,11.6809,DIKUAI_2024_1980
DIKUAI_623,零售商业用地,临路型,874.135,0.9651,843.639,0.3217,9,9,DIKUAI_2024_1981
DIKUAI_450,生活型服务功能与居住功能混合,临路型,2866.59,9.6473,27654.8854,0.4629,102,30,DIKUAI_2024_1982
DIKUAI_2587,商务用地,临路型,2561.61,3.4188,8757.6882,0.3799,27,27,DIKUAI_2024_1983
DIKUAI_2700,商住混合用地,临路型,1346.99,0.4557,613.802,0.4557,3,3,DIKUAI_2024_1984
DIKUAI_320,生活型服务功能与生产型服务功能混,临路型,2361.83,7.5658,17869.0996,0.3603,63,63,DIKUAI_2024_1985
