CODE_ID,用地性质,临路类型,地块面积,容积率,总建筑面积,建筑密度,建筑最大高度,建筑平均高度,DIKUAI_ID
DIKUAI_834,零售商业用地,临路型,4327.12,1.7742,7677.2955,0.4221,18,11.3333,DIKUAI_2024_0734
DIKUAI_832,文物古迹用地,非临路型,4928.53,0.5004,2466.26,0.1668,9,9,DIKUAI_2024_0735
DIKUAI_2241,其他草地,临路型,3255.4,0.4406,1434.293,0.1958,9,6.75,DIKUAI_2024_0736
DIKUAI_1452,医疗卫生用地,临路型,12535.5,2.0705,25954.7461,0.4261,24,11.4,DIKUAI_2024_0737
DIKUAI_1403,商住混合用地,临路型,8846.55,2.3821,21073.1944,0.4085,21,13.1786,DIKUAI_2024_0738
DIKUAI_1436,公园与绿地,临路型,1613.45,0,0,0,0,0,DIKUAI_2024_0739
DIKUAI_1601,广场用地,临路型,547.621,0,0,0,0,0,DIKUAI_2024_0740
DIKUAI_908,其它商务设施用地,临路型,2697.66,0.8347,2251.6387,0.4545,12,5.5,DIKUAI_2024_0741
DIKUAI_1405,商办混合用地,临路型,3560.93,1.8659,6644.2592,0.4725,18,9,DIKUAI_2024_0742
DIKUAI_1277,其他草地,临路型,6093.29,0.4146,2526.54,0.2073,6,6,DIKUAI_2024_0743
DIKUAI_1286,其它商务设施用地,临路型,3651.62,1.7546,6406.9964,0.5305,18,6.375,DIKUAI_2024_0744
DIKUAI_1454,商办混合用地,临路型,1818.51,0,0,0,0,0,DIKUAI_2024_0745
DIKUAI_902,文化活动设施用地,临路型,4419.32,2.8175,12451.5499,0.6524,21,12.375,DIKUAI_2024_0746
DIKUAI_1624,城镇住宅用地,临路型,7859.34,1.9943,15674.04,0.3429,18,17.25,DIKUAI_2024_0747
DIKUAI_1611,商住混合用地,临路型,1686.06,2.1426,3612.48,0.3061,21,21,DIKUAI_2024_0748
DIKUAI_1385,高等院校用地,临路型,5831.5,1.602,9342.1883,0.4679,21,10.8,DIKUAI_2024_0749
DIKUAI_1671,广场用地,临路型,17615.9,0,0,0,0,0,DIKUAI_2024_0750
DIKUAI_1610,商办混合用地,临路型,11455.5,1.3149,15062.7095,0.6355,15,5.8929,DIKUAI_2024_0751
DIKUAI_1674,广场用地,临路型,1773.16,0,0,0,0,0,DIKUAI_2024_0752
DIKUAI_1625,医疗卫生用地,临路型,9007.18,2.1746,19586.9128,0.3819,18,7.2,DIKUAI_2024_0753
DIKUAI_1439,零售商业用地,临路型,16534.3,1.3718,22682.5754,0.552,18,4.9412,DIKUAI_2024_0754
DIKUAI_862,商办混合用地,临路型,3083.13,0,0,0,0,0,DIKUAI_2024_0755
DIKUAI_2244,城镇住宅用地,临路型,653.358,1.7257,1127.4785,0.597,9,6.75,DIKUAI_2024_0756
DIKUAI_1417,其他草地,临路型,6456.12,1.5809,10206.5244,0.4295,15,8,DIKUAI_2024_0757
DIKUAI_1404,其它商务设施用地,临路型,2203.48,1.1704,2579.02,0.5852,6,6,DIKUAI_2024_0758
DIKUAI_1450,城镇住宅用地,临路型,7705.71,1.8111,13955.853,0.5061,18,7.7143,DIKUAI_2024_0759
DIKUAI_1636,其他草地,临路型,4196.63,5.7611,24177.1315,1.1207,24,12.6,DIKUAI_2024_0760
DIKUAI_1256,城镇住宅用地,临路型,33927.3,1.3185,44734.3296,0.3738,21,7.1809,DIKUAI_2024_0761
DIKUAI_891,其它商务设施用地,临路型,20134.5,1.4794,29786.793,0.4625,18,7.8462,DIKUAI_2024_0762
DIKUAI_861,批发市场用地,临路型,7765.8,0,0,0,0,0,DIKUAI_2024_0763
DIKUAI_1455,道路与交通设施用地,临路型,1751.97,0,0,0,0,0,DIKUAI_2024_0764
DIKUAI_1263,医疗卫生用地,临路型,27333.5,0.9015,24642.1376,0.3839,15,7.1538,DIKUAI_2024_0765
DIKUAI_2263,商办混合用地,临路型,1507.13,1.4428,2174.4923,0.3617,15,6.75,DIKUAI_2024_0766
DIKUAI_1416,商住混合用地,临路型,1086.57,2.8081,3051.1802,0.4911,24,12.5,DIKUAI_2024_0767
DIKUAI_899,城镇住宅用地,非临路型,2752.08,1.7947,4939.0466,0.383,21,10.5,DIKUAI_2024_0768
DIKUAI_1456,公用设施用地,临路型,1415.47,1.0257,1451.897,0.4903,9,7.5,DIKUAI_2024_0770
DIKUAI_1549,旅馆用地,临路型,4245.19,8.2397,34979.1752,0.4469,84,37,DIKUAI_2024_0771
DIKUAI_1386,商住混合用地,临路型,7781.88,2.2425,17450.6196,0.4219,27,13.0909,DIKUAI_2024_0772
DIKUAI_833,旅馆用地,临路型,4463.89,3.4612,15450.2002,0.2884,36,36,DIKUAI_2024_0773
DIKUAI_2242,其他草地,临路型,4719.23,0.8357,3943.806,0.2977,15,8.5,DIKUAI_2024_0774
DIKUAI_1672,广场用地,临路型,1563.5,0,0,0,0,0,DIKUAI_2024_0775
DIKUAI_1556,城镇住宅用地,临路型,29486.1,1.6078,47406.8235,0.333,21,11.9167,DIKUAI_2024_0776
DIKUAI_1276,商办混合用地,临路型,8173.55,5.8893,48136.8338,0.3827,99,36,DIKUAI_2024_0777
DIKUAI_2240,其他草地,非临路型,4152.56,0.5554,2306.4368,0.0552,78,27,DIKUAI_2024_0778
DIKUAI_190,行政办公用地,临路型,5430.2,0,0,0,0,0,DIKUAI_2024_0779
DIKUAI_1384,零售商业用地,临路型,5272.48,3.1322,16514.6098,0.5375,21,15,DIKUAI_2024_0780
DIKUAI_189,三类居住用地,临路型,8198.74,0.3083,2527.5864,0.0846,18,10.2857,DIKUAI_2024_0781
DIKUAI_62,二类居住用地,临路型,6165.2,1.7241,10629.1282,0.359,18,12.2308,DIKUAI_2024_0782
DIKUAI_1609,商住混合用地,临路型,8596.05,2.7876,23962.6731,0.6138,21,12.25,DIKUAI_2024_0783
DIKUAI_1457,商住混合用地,临路型,2880.84,3.1531,9083.6598,0.6765,21,10,DIKUAI_2024_0784
DIKUAI_1635,医疗卫生用地,临路型,22638.6,2.5901,58637.1859,0.611,24,11.8235,DIKUAI_2024_0785
DIKUAI_1272,城镇住宅用地,临路型,16888.7,1.842,31109.6443,0.3633,21,11.4,DIKUAI_2024_0786
DIKUAI_898,行政办公用地,非临路型,2530.72,0.7618,1927.9327,0.3109,9,6,DIKUAI_2024_0787
DIKUAI_1415,零售商业用地,临路型,3138.41,1.9623,6158.3516,0.4902,21,10.2,DIKUAI_2024_0788
DIKUAI_828,文物古迹用地,临路型,32359.7,0.1433,4636.3589,0.0727,6,4.2,DIKUAI_2024_0789
DIKUAI_1262,城镇住宅用地,临路型,12336.1,1.8579,22919.4181,0.4625,21,7.2353,DIKUAI_2024_0790
DIKUAI_1270,商住混合用地,临路型,3217.37,4.5239,14554.9605,0.4159,57,17.4545,DIKUAI_2024_0791
DIKUAI_1665,医疗卫生用地,临路型,7417.65,2.2456,16656.9066,0.7071,12,7.1333,DIKUAI_2024_0792
DIKUAI_1418,城镇住宅用地,临路型,29202,2.8845,84232.9469,0.3433,81,17.5135,DIKUAI_2024_0793
DIKUAI_1461,高等院校用地,临路型,12148.9,1.391,16899.6043,0.4611,21,8.0294,DIKUAI_2024_0794
DIKUAI_2262,城镇住宅用地,临路型,2051.87,0.865,1774.8405,0.4325,6,6,DIKUAI_2024_0795
DIKUAI_1266,城镇住宅用地,临路型,4685.7,3.0758,14412.085,0.5042,21,15.375,DIKUAI_2024_0796
DIKUAI_1414,文物古迹用地,临路型,1780.41,2.5656,4567.8816,0.6555,21,10.7143,DIKUAI_2024_0797
DIKUAI_1381,零售商业用地,临路型,729.492,0.661,482.2225,0.3313,6,5,DIKUAI_2024_0798
DIKUAI_1460,城镇住宅用地,临路型,25193.9,2.0083,50598.0047,0.3989,18,10.4,DIKUAI_2024_0799
DIKUAI_42,广场用地,临路型,28034.9,0.2348,6581.6372,0.0533,18,7.2,DIKUAI_2024_0800
DIKUAI_884,零售商业用地,临路型,16851.8,0.7312,12322.2002,0.3656,6,6,DIKUAI_2024_0801
DIKUAI_1451,广场用地,临路型,6004.01,0,0,0,0,0,DIKUAI_2024_0802
DIKUAI_1607,医疗卫生用地,临路型,2445.64,3.1703,7753.3569,0.6952,21,11.7857,DIKUAI_2024_0803
DIKUAI_1039,公园与绿地,临路型,3192.27,1.3298,4244.95,0.0527,84,74.6667,DIKUAI_2024_0804
DIKUAI_1264,中小学用地,临路型,4483.11,0.795,3563.9863,0.2716,9,5.5,DIKUAI_2024_0805
DIKUAI_1382,商住混合用地,临路型,363.375,2.6088,947.985,0.4217,21,15,DIKUAI_2024_0806
DIKUAI_1388,中小学用地,临路型,15175.7,1.5451,23448.4621,0.2713,24,12.8,DIKUAI_2024_0807
DIKUAI_1387,城镇住宅用地,临路型,2349.92,1.6161,3797.6384,0.2429,21,13.8,DIKUAI_2024_0808
DIKUAI_1608,商住混合用地,临路型,3860.66,2.0086,7754.6652,0.6618,12,8.7,DIKUAI_2024_0809
DIKUAI_1550,城镇住宅用地,临路型,20730,2.4072,49901.9185,0.3137,33,13.8,DIKUAI_2024_0810
DIKUAI_41,旅馆用地,临路型,18770.9,3.2271,60575.0206,0.3946,114,28.8,DIKUAI_2024_0811
DIKUAI_1470,商住混合用地,临路型,5084.56,3.3477,17021.5855,0.6147,21,9.5,DIKUAI_2024_0813
DIKUAI_1038,公园与绿地,临路型,231.8,0,0,0,0,0,DIKUAI_2024_0814
DIKUAI_1555,商住混合用地,临路型,2650.1,2.4745,6557.6366,0.5398,21,10,DIKUAI_2024_0815
DIKUAI_1242,商住混合用地,临路型,2310.47,3.0616,7073.8138,0.5691,24,11.5,DIKUAI_2024_0816
DIKUAI_1606,旅馆用地,临路型,1019.33,1.5196,1549.0152,0.3518,15,7,DIKUAI_2024_0817
DIKUAI_1413,商办混合用地,临路型,2801.03,2.9277,8200.5203,0.5435,21,10.3333,DIKUAI_2024_0818
DIKUAI_1040,文化活动设施用地,临路型,3055,6.6231,20233.5015,0.2546,84,66.45,DIKUAI_2024_0819
DIKUAI_24,零售商业用地,临路型,4532.77,1.3211,5988.4333,0.3681,21,10.5,DIKUAI_2024_0820
DIKUAI_1265,其它商务设施用地,临路型,1150.6,3.176,3654.279,0.5773,21,9.5,DIKUAI_2024_0821
DIKUAI_883,医疗卫生用地,临路型,17680.9,0.2386,4217.866,0.1193,6,6,DIKUAI_2024_0822
DIKUAI_1260,城镇住宅用地,临路型,24582,1.9174,47134.5868,0.4336,30,9.125,DIKUAI_2024_0823
DIKUAI_2243,商住混合用地,临路型,2135,4.2378,9047.6378,0.5369,24,17.5,DIKUAI_2024_0824
DIKUAI_1458,零售商业用地,临路型,1871.04,2.8929,5412.6741,0.642,15,10.5,DIKUAI_2024_0825
DIKUAI_23,旅馆用地,临路型,3940.09,1.5351,6048.3399,0.3231,21,14,DIKUAI_2024_0826
DIKUAI_1670,中小学用地,非临路型,10563.5,0.7668,8099.8904,0.2002,15,6.2727,DIKUAI_2024_0827
DIKUAI_2245,商办混合用地,临路型,1627.35,1.8415,2996.7251,0.3901,24,15.375,DIKUAI_2024_0828
DIKUAI_1459,商住混合用地,临路型,6685.77,2.7856,18623.6077,0.5699,18,10.8333,DIKUAI_2024_0829
DIKUAI_1676,灌木林地,临路型,10057.8,0,0,0,0,0,DIKUAI_2024_0830
DIKUAI_890,商住混合用地,临路型,2815.18,0.7636,2149.6726,0.5274,18,7.5,DIKUAI_2024_0831
DIKUAI_885,工业用地,临路型,319750,0.2572,82250.3144,0.1439,18,6.1667,DIKUAI_2024_0832
DIKUAI_1412,商办混合用地,临路型,2197.2,2.7541,6051.3293,0.4426,21,10.2,DIKUAI_2024_0833
DIKUAI_1472,商办混合用地,临路型,2707.13,3.0719,8315.9669,0.4798,24,14.4,DIKUAI_2024_0834
DIKUAI_1253,城镇住宅用地,临路型,25819.3,1.4953,38608.003,0.4057,21,5.8707,DIKUAI_2024_0835
DIKUAI_1255,商住混合用地,临路型,3149.16,4.6058,14504.452,0.7731,27,13.125,DIKUAI_2024_0836
DIKUAI_22,零售商业用地,临路型,4931.82,1.3071,6446.2998,0.2614,15,15,DIKUAI_2024_0837
DIKUAI_1639,商住混合用地,临路型,4329.46,4.5927,19883.916,0.7004,24,14.8125,DIKUAI_2024_0838
DIKUAI_25,文物古迹用地,临路型,21204.4,0.406,8609.8794,0.1403,21,7.0714,DIKUAI_2024_0839
DIKUAI_1548,行政办公用地,临路型,565.627,2.8098,1589.2736,0.4044,21,19.5,DIKUAI_2024_0840
DIKUAI_892,高等院校用地,非临路型,54623,0.9043,49395.7321,0.3071,18,7.08,DIKUAI_2024_0841
DIKUAI_1411,零售商业用地,临路型,1354.35,1.7716,2399.3505,0.6969,21,12,DIKUAI_2024_0842
DIKUAI_1410,商住混合用地,临路型,2337.27,2.6283,6142.9562,0.5176,21,12,DIKUAI_2024_0843
DIKUAI_1062,行政办公用地,临路型,5188.85,3.393,17605.8741,0.4219,57,18.6316,DIKUAI_2024_0844
DIKUAI_1389,商办混合用地,临路型,5241.89,3.3222,17414.7691,0.6667,24,16.6667,DIKUAI_2024_0845
DIKUAI_1409,零售商业用地,临路型,4248.66,1.3158,5590.346,0.4284,18,8.4,DIKUAI_2024_0846
DIKUAI_1045,商住混合用地,临路型,5927.8,2.8276,16761.4859,0.2322,63,47.3077,DIKUAI_2024_0847
DIKUAI_1547,公用设施用地,临路型,476.171,3.1013,1476.7439,0.4573,21,13.5,DIKUAI_2024_0848
DIKUAI_1685,其它商务设施用地,临路型,12138.4,1.3721,16655.1023,0.4636,12,7.4211,DIKUAI_2024_0849
DIKUAI_1546,医疗卫生用地,临路型,13028.5,1.7326,22573.1172,0.4434,24,10.2857,DIKUAI_2024_0850
DIKUAI_1462,文物古迹用地,临路型,19563.4,0.2906,5685.0779,0.195,9,4.2973,DIKUAI_2024_0851
DIKUAI_1669,城镇住宅用地,临路型,36615,0.5165,18909.9308,0.3936,12,4,DIKUAI_2024_0852
DIKUAI_1261,公园与绿地,临路型,2097.49,0.2614,548.3269,0.0675,18,12.75,DIKUAI_2024_0853
DIKUAI_1408,城镇住宅用地,临路型,4385.72,2.6877,11787.5779,0.364,27,12,DIKUAI_2024_0854
DIKUAI_889,商住混合用地,临路型,2481.84,1.9961,4954.0088,0.4007,15,10.5,DIKUAI_2024_0855
DIKUAI_61,二类居住用地,临路型,39005.9,1.6172,63079.8981,0.2993,21,14.129,DIKUAI_2024_0856
DIKUAI_21,零售商业用地,临路型,10442.6,1.0547,11013.4851,0.3829,15,9,DIKUAI_2024_0857
DIKUAI_1664,城镇住宅用地,临路型,25389,0.8076,20504.0112,0.5682,12,4.211,DIKUAI_2024_0858
DIKUAI_1675,零售商业用地,临路型,7720.93,0.9022,6966.1107,0.334,9,6.1765,DIKUAI_2024_0860
DIKUAI_1637,城镇住宅用地,临路型,6995.88,2.8763,20122.0104,0.4722,24,13.3784,DIKUAI_2024_0861
DIKUAI_1605,城镇住宅用地,临路型,21115,2.1277,44926.1912,0.362,24,14.3824,DIKUAI_2024_0862
DIKUAI_1240,中小学用地,临路型,21389.3,0.7578,16209.0886,0.2182,21,8.1818,DIKUAI_2024_0863
DIKUAI_1036,商住混合用地,临路型,1463.19,2.0335,2975.3501,0.371,18,16.5,DIKUAI_2024_0864
DIKUAI_1259,零售商业用地,临路型,1907.08,0.7358,1403.271,0.3653,15,6.8182,DIKUAI_2024_0865
DIKUAI_1469,城镇住宅用地,临路型,21260.4,1.8823,40017.8321,0.3741,21,10.4375,DIKUAI_2024_0866
DIKUAI_1497,商住混合用地,临路型,6801.12,2.4701,16799.7848,0.5032,21,8.5,DIKUAI_2024_0867
DIKUAI_1258,高等院校用地,临路型,10574,1.5248,16123.7211,0.3656,18,10.5789,DIKUAI_2024_0868
DIKUAI_1468,其他草地,临路型,12478.3,3.739,46656.8969,0.4218,45,17.4,DIKUAI_2024_0869
DIKUAI_895,广场用地,临路型,5323.02,0.0156,83.1845,0.0022,21,21,DIKUAI_2024_0870
DIKUAI_1254,商办混合用地,临路型,4051.87,3.8024,15406.76,0.6026,30,15.9231,DIKUAI_2024_0871
DIKUAI_1390,商住混合用地,临路型,4396.25,4.5522,20012.4004,0.6503,21,21,DIKUAI_2024_0872
DIKUAI_1499,商住混合用地,临路型,690.776,2.403,1659.9397,0.4847,18,12,DIKUAI_2024_0873
DIKUAI_40,文化设施用地,临路型,33354.3,1.4183,47305.1796,0.5841,18,8.2,DIKUAI_2024_0874
DIKUAI_1252,商住混合用地,临路型,1242.91,1.3353,1659.6461,0.4162,15,8,DIKUAI_2024_0875
DIKUAI_1248,城镇住宅用地,临路型,8572.16,1.0337,8861.3569,0.3243,15,11.1,DIKUAI_2024_0876
DIKUAI_1463,商办混合用地,临路型,2935.26,1.2234,3591.0568,0.3914,12,8.25,DIKUAI_2024_0877
DIKUAI_2209,,临路型,2203.16,2.3321,5137.8943,0.3698,24,14.4,DIKUAI_2024_0878
DIKUAI_1235,商住混合用地,临路型,4009.37,2.7545,11043.9751,0.4215,21,15.8182,DIKUAI_2024_0879
DIKUAI_882,商办混合用地,临路型,12590,0.8435,10619.1963,0.4217,6,6,DIKUAI_2024_0880
DIKUAI_1465,其他草地,临路型,19031.3,2.5928,49343.7184,0.475,21,9.75,DIKUAI_2024_0881
DIKUAI_896,零售商业用地,临路型,4042.68,1.0646,4304.0289,0.4501,12,6,DIKUAI_2024_0882
DIKUAI_1391,中小学用地,临路型,4687.19,1.7236,8078.6722,0.3233,21,9.5,DIKUAI_2024_0883
DIKUAI_1251,行政办公用地,临路型,2909.76,0.645,1876.7242,0.4085,15,4.9091,DIKUAI_2024_0884
DIKUAI_2238,城镇住宅用地,非临路型,8102.22,2.0435,16556.9485,0.3738,27,11.625,DIKUAI_2024_0885
DIKUAI_7,控制用地,临路型,4508.28,1.0784,4861.8784,0.3178,12,5.5,DIKUAI_2024_0886
DIKUAI_1054,城镇住宅用地,临路型,10548.3,2.0472,21594.6794,0.4385,21,12.24,DIKUAI_2024_0887
DIKUAI_888,商办混合用地,临路型,4498.91,4.2563,19148.4958,0.5035,30,14.25,DIKUAI_2024_0888
DIKUAI_1660,城镇住宅用地,临路型,7100.4,0.8601,6106.8905,0.6752,9,3.7258,DIKUAI_2024_0889
DIKUAI_1668,城镇住宅用地,临路型,19528.7,0.9871,19276.3429,0.6155,18,4.4234,DIKUAI_2024_0891
DIKUAI_1473,商住混合用地,临路型,3412.17,2.018,6885.8783,0.3413,21,12.4286,DIKUAI_2024_0892
DIKUAI_1663,城镇住宅用地,临路型,9010.04,2.5385,22871.9499,0.4852,27,9.0811,DIKUAI_2024_0893
DIKUAI_1498,商住混合用地,临路型,1304.32,2.0221,2637.4479,0.5087,18,8.25,DIKUAI_2024_0894
DIKUAI_1545,商住混合用地,临路型,7097.77,2.6996,19161.0046,0.4362,24,15.6923,DIKUAI_2024_0895
DIKUAI_1464,商住混合用地,临路型,424.439,2.097,890.0305,0.5688,12,7.8,DIKUAI_2024_0896
DIKUAI_1474,商住混合用地,临路型,2566.62,3.0705,7880.7002,0.6141,15,15,DIKUAI_2024_0897
DIKUAI_1243,城镇住宅用地,临路型,14683.9,1.4479,21260.413,0.4085,57,9.0612,DIKUAI_2024_0898
DIKUAI_1557,城镇住宅用地,临路型,26.8011,0,0,0,0,0,DIKUAI_2024_0899
DIKUAI_2289,商住混合用地,临路型,250.812,0,0,0,0,0,DIKUAI_2024_0900
DIKUAI_6,金融保险用地,临路型,6003.04,0.8693,5218.6201,0.4347,6,6,DIKUAI_2024_0901
DIKUAI_1241,行政办公用地,临路型,2028.91,4.2936,8711.3151,0.4979,57,22.5,DIKUAI_2024_0902
DIKUAI_2232,其它商务设施用地,临路型,1893.96,2.1324,4038.6527,0.6919,12,8,DIKUAI_2024_0903
DIKUAI_893,文化活动设施用地,临路型,4290.37,0.6893,2957.2868,0.4063,9,5.5,DIKUAI_2024_0904
DIKUAI_1044,医疗卫生用地,临路型,6263.79,1.2927,8097.3196,0.2187,21,14.25,DIKUAI_2024_0905
DIKUAI_2233,其它商务设施用地,非临路型,2121.26,0.9593,2034.9438,0.6033,15,5.4,DIKUAI_2024_0906
DIKUAI_1658,中小学用地,临路型,1791.75,0.8894,1593.6077,0.3237,9,5.4,DIKUAI_2024_0907
DIKUAI_1059,其它商务设施用地,临路型,1254.91,0.723,907.271,0.4414,6,4.5,DIKUAI_2024_0908
DIKUAI_1250,商住混合用地,临路型,4339.21,3.5667,15476.7559,0.5593,27,13.4118,DIKUAI_2024_0909
DIKUAI_1247,商办混合用地,临路型,2430.3,0.4487,1090.5601,0.2244,6,6,DIKUAI_2024_0910
DIKUAI_2231,其它商务设施用地,临路型,3160.03,2.6876,8493.0272,0.448,21,7.5,DIKUAI_2024_0911
DIKUAI_1037,商住混合用地,临路型,4033.14,2.9743,11995.5986,0.53,21,11.5,DIKUAI_2024_0912
DIKUAI_887,公用设施用地,临路型,2405.14,1.754,4218.609,0.5278,12,10,DIKUAI_2024_0913
DIKUAI_1249,城镇住宅用地,临路型,9852.59,1.8589,18314.5826,0.3749,21,9.48,DIKUAI_2024_0914
DIKUAI_1661,城镇住宅用地,临路型,2004.44,0.6921,1387.3522,0.6548,21,4.1379,DIKUAI_2024_0915
DIKUAI_1466,商办混合用地,临路型,21594.6,3.7508,80996.6926,0.6245,42,26.25,DIKUAI_2024_0916
DIKUAI_20,二类居住用地,临路型,37926.5,1.2229,46378.8102,0.3243,21,9.0612,DIKUAI_2024_0918
DIKUAI_12,零售商业用地,临路型,3806.3,0.5998,2283.144,0.2999,6,6,DIKUAI_2024_0919
DIKUAI_1475,城镇住宅用地,临路型,13131.2,3.3987,44628.9709,0.504,21,15.8,DIKUAI_2024_0920
DIKUAI_1659,城镇住宅用地,临路型,3341.39,0.6758,2258.0815,0.6076,6,3.3333,DIKUAI_2024_0921
DIKUAI_1232,行政办公用地,临路型,6106.65,0.9122,5570.6042,0.3238,12,5.8125,DIKUAI_2024_0922
DIKUAI_8,金融保险用地,临路型,12226.6,1.0718,13104.8388,0.4694,18,7.3846,DIKUAI_2024_0923
DIKUAI_1667,旅馆用地,临路型,1627.29,2.8928,4707.4209,0.5154,18,11.25,DIKUAI_2024_0924
DIKUAI_1666,零售商业用地,临路型,3657.12,1.444,5280.8305,0.4209,15,7.25,DIKUAI_2024_0925
DIKUAI_1058,中小学用地,临路型,4220.72,0.3494,1474.5601,0.1473,9,4.5,DIKUAI_2024_0926
DIKUAI_911,旅馆用地,临路型,16110.5,2.8427,45797.6847,0.2159,75,29.5714,DIKUAI_2024_0927
DIKUAI_1495,中小学用地,临路型,3233.87,0.9738,3149.1304,0.3043,12,7.5,DIKUAI_2024_0928
DIKUAI_1558,城镇住宅用地,临路型,39463.1,2.3743,93695.9835,0.3372,90,12.5,DIKUAI_2024_0929
DIKUAI_31,二类居住用地,临路型,37688.3,1.893,71343.3378,0.3058,30,12.5,DIKUAI_2024_4023
DIKUAI_2284,城镇住宅用地,临路型,50.1939,0,0,0,0,0,DIKUAI_2024_0933
DIKUAI_2275,城镇住宅用地,临路型,1622.08,0.5418,878.8185,0.4296,9,3.8571,DIKUAI_2024_0934
DIKUAI_1662,城镇住宅用地,临路型,10842.9,1.3314,14436.5131,0.4779,24,5.1356,DIKUAI_2024_0935
DIKUAI_1494,城镇住宅用地,临路型,13476.3,1.0021,13504.6203,0.4621,21,7.2143,DIKUAI_2024_0936
DIKUAI_1478,商住混合用地,临路型,8199.46,2.4917,20430.319,0.4556,27,16.5,DIKUAI_2024_0937
DIKUAI_1679,商住混合用地,临路型,2663.72,2.8355,7552.9257,0.5359,21,10.5,DIKUAI_2024_0938
DIKUAI_1239,其它商务设施用地,临路型,1305.37,3.0544,3987.1104,0.4827,21,15,DIKUAI_2024_0939
DIKUAI_1544,其他草地,临路型,11609.9,0.5018,5825.8799,0.2509,6,6,DIKUAI_2024_0940
DIKUAI_1236,城镇住宅用地,临路型,40794.1,1.726,70409.1422,0.3441,45,13.5254,DIKUAI_2024_0941
DIKUAI_1246,商住混合用地,临路型,4981.43,8.4258,41972.4872,0.5872,84,51,DIKUAI_2024_0942
DIKUAI_2281,城镇住宅用地,临路型,8447.98,1.6381,13838.7649,0.2882,21,15,DIKUAI_2024_0943
DIKUAI_1057,城镇住宅用地,临路型,3789.93,1.1902,4510.8463,0.417,18,6,DIKUAI_2024_0944
DIKUAI_192,三类居住用地,非临路型,3326.65,0.0061,20.1529,0.0061,3,3,DIKUAI_2024_0945
DIKUAI_1238,商办混合用地,临路型,11200.3,1.3125,14700.0217,0.3315,18,11,DIKUAI_2024_0947
DIKUAI_1506,其它商务设施用地,临路型,11884.3,1.5294,18176.0954,0.356,21,11.5,DIKUAI_2024_0948
DIKUAI_1237,公园与绿地,临路型,18457.7,0.0724,1336.7734,0.0429,6,4.5,DIKUAI_2024_0949
DIKUAI_1234,中小学用地,临路型,4453.61,0.7149,3183.6805,0.3088,15,6.2308,DIKUAI_2024_0950
DIKUAI_1244,商办混合用地,临路型,5425.65,2.657,14415.8066,0.4313,21,12.9231,DIKUAI_2024_0951
DIKUAI_5,公园绿地,临路型,55138.5,0.0384,2117.9521,0.0319,6,4,DIKUAI_2024_0952
DIKUAI_1392,金融保险用地,临路型,1770.72,1.3171,2332.296,0.4314,15,12,DIKUAI_2024_0953
DIKUAI_2280,商住混合用地,临路型,3067.01,2.3242,7128.3,0.3691,21,15,DIKUAI_2024_0954
DIKUAI_10,道路与交通设施用地,非临路型,3249.99,1.3673,4443.5498,0.4242,15,6.6,DIKUAI_2024_0955
DIKUAI_2237,城镇住宅用地,临路型,2722.27,2.1525,5859.6328,0.3634,21,12.4286,DIKUAI_2024_0956
DIKUAI_2234,商住混合用地,临路型,4720.49,5.2742,24896.9902,0.3365,69,43.5,DIKUAI_2024_0957
DIKUAI_1043,零售商业用地,非临路型,4549.73,0,0,0,0,0,DIKUAI_2024_0958
DIKUAI_1467,商住混合用地,临路型,2507.21,6.334,15880.5601,0.5375,42,30,DIKUAI_2024_0959
DIKUAI_194,生活型服务功能与生产型服务功能混,临路型,4942.77,2.0516,10140.5536,0.555,12,8.25,DIKUAI_2024_0960
DIKUAI_1551,公园与绿地,临路型,4386.7,0,0,0,0,0,DIKUAI_2024_0961
DIKUAI_1678,其它商务设施用地,临路型,1145.85,2.9653,3397.7548,0.6792,15,8.25,DIKUAI_2024_0962
DIKUAI_193,生活型服务功能与生产型服务功能混,非临路型,1881.11,39.6231,74535.4966,0.6008,240,161,DIKUAI_2024_0963
DIKUAI_2288,城镇住宅用地,临路型,1968.89,0,0,0,0,0,DIKUAI_2024_0964
DIKUAI_886,城镇住宅用地,临路型,77890.2,1.4603,113739.7405,0.2772,30,14.625,DIKUAI_2024_0965
DIKUAI_1053,城镇住宅用地,临路型,47782.7,1.7186,82120.9163,0.4352,27,7.2,DIKUAI_2024_0966
DIKUAI_2194,零售商业用地,临路型,1268.9,1.1172,1417.6445,0.2886,18,9.6,DIKUAI_2024_0967
DIKUAI_1061,城镇住宅用地,临路型,34728,2.2272,77346.4181,0.2876,75,15.0417,DIKUAI_2024_0968
DIKUAI_1483,城镇住宅用地,临路型,8642.79,2.6408,22824.1239,0.447,21,9.7895,DIKUAI_2024_0969
DIKUAI_1476,城镇住宅用地,临路型,4436.58,2.3037,10220.51,0.2305,36,30,DIKUAI_2024_0970
DIKUAI_191,其他商务设施用地,非临路型,3983.19,2.8751,11451.8879,0.5287,240,31.3333,DIKUAI_2024_0971
DIKUAI_1060,其它商务设施用地,临路型,2912.91,2.4348,7092.4111,0.5066,21,8.25,DIKUAI_2024_0972
DIKUAI_1056,其它商务设施用地,临路型,6111.28,3.0557,18674.4738,0.6011,24,11.2,DIKUAI_2024_0973
DIKUAI_1169,其他草地,临路型,3517.03,3.2525,11439.1908,0.6791,18,12,DIKUAI_2024_0974
